Geneid sorted_2.bam sorted_3.bam ERR1755086-sort.bam ERR1755087-sort.bam ERR1755084_sorted.bam ERR1755085_sorted.bam
Cxcr4 8685 9186 4100 4468 9164 4816
Thsd7b 25 21 0 2 1 0
Daf2 0 0 1 2 0 0
Cd55 720 608 777 753 671 929
Zp3r 0 1 1 0 0 0
C4bp 0 0 0 0 0 0
C4bp-ps1 0 0 0 0 1 0
Pfkfb2 788 627 495 477 610 579
Yod1 523 417 394 390 582 541
AA986860 14 15 8 6 10 13
Fcamr 2 1 0 1 0 0
Pigr 1 0 7 0 1 2
Faim3 51 43 158 168 42 200
Il24 1 0 1 0 0 0
Il20 0 0 0 0 0 0
Il19 0 1 0 0 0 0
Il10 2080 1681 150 140 1738 143
Mapkapk2 2709 2894 1760 2010 2866 2133
Dyrk3 42 50 143 128 40 136
Eif2d 1346 1306 1228 1402 1314 1301
Rassf5 8499 8157 7386 7926 8611 8442
Ikbke 7633 7177 3036 3031 7360 3338
Srgap2 2689 2666 2430 2705 2779 2939
Fam72a 150 107 148 180 145 195
Avpr1b 0 0 0 0 0 0
Ctse 797 710 561 582 768 589
5430435G22Rik 23 20 317 358 13 381
Slc26a9 0 0 1 1 0 1
Pm20d1 2 1 0 0 0 0
Slc41a1 1988 2048 861 961 2005 1050
Rab7l1 455 472 724 834 468 848
Nucks1 4684 3924 3759 3682 4616 4520
Slc45a3 5 2 4 3 4 5
Elk4 3705 3335 2594 2542 3508 2864
Mfsd4 1191 1013 685 709 3 0
Cdk18 0 0 3 1 0 2
Lemd1 0 0 0 0 0 0
Mir135b 0 0 0 0 0 0
Klhdc8a 0 0 0 0 0 0
Nuak2 96 77 121 137 87 124
Tmcc2 23 26 21 17 18 30
Dstyk 301 287 59 56 287 66
Rbbp5 2230 1987 1827 1928 2153 2312
Tmem81 323 298 282 245 307 314
Cntn2 0 1 0 0 2 0
Nfasc 0 0 0 0 0 1
Gm10538 0 0 0 0 0 0
Lrrn2 0 0 1 0 0 0
Mdm4 6381 5145 3793 3766 5804 4403
Pik3c2b 237 243 190 187 241 178
Ppp1r15b 7367 6607 7180 7494 7065 8523
Plekha6 123 103 298 318 119 342
Gm19461 0 0 1 0 0 0
Golt1a 0 0 0 0 0 0
Kiss1 0 0 0 0 0 0
Ren2 0 0 0 0 0 0
Ren1 0 0 0 0 0 0
Etnk2 0 0 0 1 0 0
Sox13 8 3 0 0 2 1
Snrpe 1426 1269 1461 1554 1454 1729
Zc3h11a 8333 7536 6642 6667 8193 7646
Zbed6 3424 2774 2874 2997 3083 3248
Lax1 7512 7021 7177 7717 7500 8475
Atp2b4 5676 5012 6519 7155 5365 8028
Optc 0 0 0 0 0 0
Prelp 0 0 0 0 0 0
Fmod 0 0 0 0 0 0
Btg2 12112 10908 8133 8575 11224 9534
Chit1 10 4 61 49 9 52
Chi3l1 0 0 2 1 0 4
Mybph 0 0 0 0 0 0
Adora1 0 0 0 0 0 0
Myog 0 0 0 0 0 0
Ppfia4 18 8 104 91 18 82
Tmem183a 1525 1380 1339 1453 1414 1570
4933406M09Rik 0 0 0 0 0 0
Cyb5r1 419 379 316 407 438 427
Adipor1 3239 3202 3077 3186 3221 3413
Klhl12 588 491 424 482 483 503
Rabif 1166 1137 1309 1375 1037 1477
4931440L10Rik 0 0 0 0 0 0
Kdm5b 1718 1585 738 769 1666 816
Syt2 0 0 1 0 0 1
Ppp1r12b 335 287 277 304 303 305
Ube2t 312 256 353 455 325 430
Lgr6 0 4 1 4 0 1
Ptprv 1746 1973 993 1058 1824 1203
Ptpn7 7250 7058 3523 3965 7002 4108
Arl8a 1319 1336 1274 1395 1377 1466
Gpr37l1 0 0 0 0 0 0
Elf3 0 0 0 0 0 0
Rnpep 1751 1833 1784 1926 1662 2059
Timm17a 733 624 701 759 664 819
Lmod1 0 0 0 0 0 0
Shisa4 3 3 3 1 1 3
Ipo9 2769 2780 2568 2698 2742 2936
Nav1 109 95 412 378 102 408
Csrp1 2268 2397 2467 2545 2309 2714
Phlda3 58 45 35 41 47 39
Tnni1 2 0 1 1 0 0
Lad1 72 72 13 12 74 24
Tnnt2 2 0 1 4 3 1
Pkp1 0 0 0 0 0 0
Igfn1 0 1 0 0 0 0
Tmem9 340 303 192 224 270 191
Ascl5 0 0 0 0 0 0
Cacna1s 86 86 76 84 93 86
Gm15850 2 0 0 2 3 0
Kif21b 22287 22955 27128 29174 23024 31158
5730559C18Rik 6 3 0 0 7 5
Gpr25 45 69 22 15 56 15
Camsap2 1137 1042 819 861 1136 874
9230116N13Rik 26 23 28 19 29 32
Ddx59 357 256 252 280 262 279
Kif14 908 854 1161 1193 933 1312
Zfp281 2353 2009 1108 1065 2309 1277
Gm19705 132 117 49 48 134 41
Gm16880 0 1 0 0 0 0
Nr5a2 0 0 0 0 0 0
Mir181a-1 0 0 0 0 0 0
Mir181b-1 0 0 0 0 0 0
Ptprc 100206 82762 75154 76233 92565 89425
Atp6v1g3 47 33 12 27 23 11
Nek7 6259 5237 2524 2445 5815 2980
Gm5833 0 0 0 1 0 0
Lhx9 2 1 0 0 0 0
2310009B15Rik 59 61 74 54 61 59
Dennd1b 3661 2892 3221 3254 3360 3727
Crb1 0 0 0 0 0 0
4933436E23Rik 0 0 0 0 0 0
Zbtb41 1208 951 744 787 1106 958
Aspm 1845 1522 1650 1702 1619 2040
F13b 0 0 0 0 0 1
Cfhr1 0 0 0 0 0 0
Gm4788 0 0 0 0 0 0
Cfhr2 0 0 0 0 0 0
Cfh 0 0 2 3 1 1
Kcnt2 0 1 0 0 0 0
4930590L20Rik 0 0 0 0 0 0
Cdc73 1801 1478 1268 1250 1533 1615
B3galt2 21 19 12 17 1 0
Glrx2 607 460 447 460 592 561
Trove2 244 171 118 109 207 142
Uchl5 1214 898 1001 972 1048 1203
Rgs2 6960 6555 5072 5467 6908 6150
Rgs13 0 2 0 2 2 0
Rgs1 19142 15330 16767 16165 17718 20029
Rgs18 7 8 36 39 4 36
Fam5c 1 0 0 0 0 0
Pla2g4a 3 8 14 9 8 14
7530420F21Rik 0 1 0 0 0 0
Ptgs2 44 29 114 89 36 104
Pdc 0 0 0 0 0 0
2310030A07Rik 0 0 0 0 0 0
BC003331 995 812 812 722 946 868
Tpr 16640 13995 11452 11566 15381 13917
Prg4 222 214 41 41 167 12
Hmcn1 4 0 0 0 1 0
C730036E19Rik 1 1 0 0 0 0
Ivns1abp 10955 8741 7599 7515 9760 9143
Swt1 1119 989 959 873 1074 1072
Trmt1l 1787 1748 1332 1538 1812 1679
Rnf2 2588 2097 1937 2007 2454 2436
Fam129a 3130 2771 3519 3691 3137 4246
Edem3 2075 1653 1790 1810 1871 2271
1700025G04Rik 1005 930 1639 1684 966 1870
Tsen15 139 114 71 82 92 107
Glt25d2 11 7 3 0 4 0
Rgl1 60 42 59 62 38 79
Apobec4 0 0 2 0 0 0
Arpc5 11162 10164 11818 12104 11096 14781
Ncf2 40 32 80 133 29 123
Smg7 6470 5928 4965 5273 6087 5917
Nmnat2 290 300 244 270 261 287
Lamc2 42 37 16 16 42 21
Lamc1 1581 1516 2607 2785 1626 2938
E330020D12Rik 42 43 68 68 50 69
Shcbp1l 11 2 5 6 6 5
Dhx9 11006 9264 9354 9545 10259 11126
Npl 0 0 7 3 3 5
Rgs8 18 17 0 1 8 1
C230024C17Rik 5 7 1 1 7 0
Rgs16 1787 1652 769 771 1643 929
Rnasel 2192 1765 1878 1952 1953 2418
Rgsl1 0 0 0 0 0 0
5830403L16Rik 2 0 0 0 0 1
Gm5531 0 1 0 0 0 0
Teddm1 0 0 1 0 0 0
Glul 3139 2903 3389 3950 3141 4164
Zfp648 0 0 0 0 0 0
4930452N14Rik 0 0 0 0 0 0
Cacna1e 51 43 244 270 34 298
Ier5 7105 6629 4525 4809 6093 5117
Mr1 555 503 301 345 565 352
Stx6 2275 2181 872 911 2132 980
Xpr1 1853 1704 1434 1531 1788 1718
Acbd6 871 964 623 716 806 720
Lhx4 0 4 0 0 1 0
Qsox1 1343 1334 1136 1286 1303 1314
Cep350 7113 6080 5919 6179 6641 6919
Tor1aip1 3293 3168 3228 3435 3446 3830
Tor1aip2 3985 3586 2885 2971 3961 3471
Fam163a 0 1 0 1 0 0
Tdrd5 0 0 0 1 0 0
Nphs2 0 1 0 1 1 2
Soat1 1419 1322 1056 1092 1266 1208
Abl2 2149 1983 1201 1309 2072 1418
Tor3a 717 707 496 550 693 540
Fam20b 1535 1341 1034 1100 1495 1206
Ralgps2 717 636 265 329 674 394
Angptl1 20 15 7 5 0 0
Tex35 4 2 0 0 2 0
Rasal2 13 10 24 19 19 28
2810025M15Rik 13 9 22 18 9 29
BC026585 36 34 12 23 30 25
Sec16b 68 82 2 2 79 4
Fam5b 0 0 0 1 0 0
Astn1 0 0 0 0 0 0
Mir488 0 0 0 0 0 0
Pappa2 0 2 0 0 1 1
Rfwd2 982 762 663 738 857 782
Scarna3a 8 3 5 2 5 2
Mir1843b 0 0 0 0 0 0
Tnr 0 0 0 0 0 1
4930523C07Rik 5487 5244 4043 4350 6190 5815
4930562F07Rik 321 277 225 194 0 0
Tnn 23 15 12 10 0 0
Mrps14 478 470 522 525 526 633
Cacybp 2784 2235 2051 2012 2776 2483
Rabgap1l 7163 5980 2432 2527 6744 2955
Gpr52 44 30 9 7 22 11
Rc3h1 4426 3723 3740 3851 4004 4354
Serpinc1 82 69 12 15 66 8
Zbtb37 582 508 336 384 619 363
Gas5 9614 8166 5588 5431 9117 6833
Mir5117 0 0 0 0 0 0
Snord47 88 69 48 63 90 59
Dars2 512 500 535 503 483 607
Cenpl 1062 877 877 858 936 1048
Klhl20 1200 1122 1071 1079 1272 1187
Ankrd45 1 0 0 0 0 0
4930469G21Rik 0 0 0 0 0 0
Prdx6 3397 3303 2489 2628 3161 2747
Tnfsf4 187 154 33 30 196 40
Tnfsf18 2 0 2 3 0 4
Fasl 1494 1418 3028 3004 1483 3639
Suco 5845 4481 4334 4101 4981 4626
4930558K02Rik 1 0 0 0 1 4
Pigc 566 528 439 459 536 450
Dnm3 5 4 30 30 0 40
2810442N19Rik 1 0 2 0 1 0
Dnm3os 0 0 1 2 0 0
Mir199a-2 0 0 0 0 0 0
Mir214 0 0 0 0 0 0
Mettl13 407 338 194 224 306 212
Vamp4 983 713 654 685 785 855
Myoc 0 1 0 0 0 0
7420461P10Rik 0 0 0 0 0 0
Prrc2c 21806 19117 15861 16886 20679 18948
Fmo4 0 0 0 0 0 0
Fmo1 0 0 0 0 0 0
Fmo2 0 0 0 0 0 0
Fmo6 0 0 0 0 0 0
Fmo3 0 0 0 0 0 0
Mroh9 0 0 0 0 0 0
Prrx1 0 0 1 2 0 1
Gorab 354 304 349 296 306 399
Mettl11b 0 0 0 0 0 0
Kifap3 202 182 49 62 155 74
Scyl3 1813 1653 1487 1673 1672 1829
BC055324 242 201 216 248 242 296
Mettl18 125 114 134 137 134 146
Sele 12 12 4 4 3 1
Sell 6328 5367 1169 1182 5873 1280
Selp 22 25 5 2 25 5
Gm16548 1 0 0 0 0 0
F5 2 0 2 8 0 2
Slc19a2 280 239 326 299 255 322
4930455F23Rik 239 262 191 188 241 270
Blzf1 525 523 546 517 545 639
Nme7 288 250 279 290 261 294
Atp1b1 384 290 199 246 344 317
Dpt 0 3 0 0 0 0
Gm20743 3 5 0 0 0 0
Xcl1 868 772 340 327 863 419
4930568G15Rik 0 0 0 0 0 0
Tbx19 1 0 0 0 1 1
Sft2d2 3062 2847 1752 1746 2866 1980
Tiprl 1813 1533 1393 1375 1619 1641
Gpr161 0 1 1 2 0 0
Dcaf6 796 727 540 538 747 652
Mpc2 449 436 450 419 419 484
Adcy10 0 0 1 0 2 0
Mpzl1 8 10 7 8 8 10
Rcsd1 6376 5945 3620 3803 6064 4157
Creg1 416 368 324 328 346 370
Cd247 11955 11841 7831 8050 12373 8973
Pou2f1 2202 1873 1051 994 1521 1179
Dusp27 0 0 0 1 0 0
Gpa33 0 0 0 0 0 0
Mael 0 0 0 0 0 0
Ildr2 0 0 0 0 0 0
Tada1 1111 1053 1037 1098 1009 1148
Pogk 2388 2213 2532 2513 2395 2864
Gm4846 0 0 0 0 0 0
Gm4847 0 0 0 0 0 0
Fmo9 0 0 0 0 0 0
Gm16701 1 0 1 3 0 5
Fam78b 53 40 107 107 42 124
Uck2 1456 1473 1452 1524 1466 1692
Tmco1 1231 1056 1124 1150 1164 1285
Aldh9a1 1608 1429 1423 1525 1562 1746
Mgst3 19 25 76 65 31 80
Lrrc52 0 0 0 0 0 0
Rxrg 0 0 1 1 0 1
Lmx1a 0 0 0 0 0 1
Pbx1 5 7 59 59 2 89
Nuf2 1150 949 1194 1259 1082 1574
Rgs5 0 0 0 0 0 0
Rgs4 0 0 0 0 0 0
1700084C01Rik 0 0 0 0 0 0
Hsd17b7 332 335 277 289 340 345
3110045C21Rik 5 6 7 4 3 6
Ddr2 0 0 0 0 0 0
Uap1 1014 959 928 966 979 1127
Uhmk1 1035 796 847 935 901 1030
Sh2d1b2 0 0 0 0 0 0
Sh2d1b1 9 9 14 17 14 17
Gm7694 1 2 3 3 2 6
1700015E13Rik 0 0 0 0 0 0
Nos1ap 1 0 5 3 1 2
Olfml2b 2 5 3 2 0 2
Atf6 2043 1865 2560 2536 1978 2971
Dusp12 334 301 199 204 294 222
Fcrlb 0 2 6 5 0 2
Fcrla 30 26 155 191 35 194
Fcgr2b 83 83 371 362 91 414
Fcgr4 15 10 14 19 16 16
Fcgr3 26 29 37 30 28 48
1700009P17Rik 32 29 62 48 43 50
Sdhc 1152 974 1129 1116 1060 1242
Mpz 0 0 2 2 1 4
Pcp4l1 0 0 0 0 0 0
Nr1i3 3 2 1 2 0 0
Tomm40l 707 737 512 563 720 574
Apoa2 10 8 8 9 4 7
Fcer1g 99 88 227 241 88 255
Ndufs2 3000 2892 2784 2898 2986 3346
Adamts4 0 1 1 1 0 0
B4galt3 839 798 730 796 849 741
Ppox 933 885 666 690 987 727
Usp21 853 962 669 794 917 831
Ufc1 1146 940 1189 1233 1034 1375
Dedd 1099 975 942 1056 918 996
Nit1 754 691 586 568 819 742
Pfdn2 818 914 752 754 948 971
Klhdc9 50 69 63 64 1 0
Pvrl4 7 3 14 18 10 10
Arhgap30 16178 13810 15022 15371 14797 17579
Usf1 1885 1826 1947 1967 1831 2125
Tstd1 38 27 37 37 33 41
F11r 16 7 14 3 10 13
Alyref2 165 137 217 200 161 235
Itln1 0 0 0 0 0 0
Cd244 65 57 377 424 53 404
Ly9 6796 5952 6319 6561 6354 6975
Slamf7 2421 2243 5773 6212 2254 6925
Cd48 6297 6043 11099 11665 6330 13313
Slamf1 2081 1800 973 981 1955 1061
Cd84 6311 5194 3080 3075 5864 3810
Slamf6 9944 8837 2861 3110 9282 3440
Vangl2 16 27 11 10 17 6
Nhlh1 0 0 0 0 4 0
Ncstn 2810 2823 2330 2500 2682 2703
Copa 9531 9288 9269 9818 9581 11045
Pex19 1047 967 904 1027 934 1026
Dcaf8 3687 3340 2879 2871 3552 3327
Pea15a 2268 2203 3010 3194 2268 3698
Casq1 1 0 3 3 0 0
Atp1a4 0 1 0 0 0 0
Atp1a2 16 15 51 54 7 50
Igsf8 767 864 859 1025 794 923
Kcnj9 6 6 5 5 0 0
Kcnj10 7 11 8 9 20 11
Pigm 2469 2252 1912 1987 2445 2296
Slamf9 7 4 14 25 4 28
Igsf9 15 18 18 18 10 14
Tagln2 11259 10994 11187 11850 10776 13308
Ccdc19 7 7 1 5 6 3
4933439K11Rik 3 0 2 1 2 3
Vsig8 0 0 0 0 0 0
Slamf8 18 15 176 183 19 193
Fcrl6 1 2 1 2 1 3
Dusp23 47 72 38 43 52 43
Crp 0 0 0 0 0 0
Apcs 0 0 0 0 1 0
Olfr16 0 0 0 0 0 0
Olfr1408 0 0 0 0 0 0
Olfr1406 0 0 0 0 0 0
Olfr218 0 0 0 0 0 0
Olfr1404 0 0 0 0 0 0
Fcer1a 0 0 1 0 0 1
Olfr418-ps1 0 0 0 0 0 0
Mptx2 0 0 0 0 0 0
Darc 6 6 13 13 6 9
Cadm3 36 30 47 51 24 61
Aim2 1736 1448 829 796 1495 755
BC094916 518 374 887 895 427 1004
Pydc4 572 558 782 828 638 982
Pyhin1 5104 4304 6136 6224 4889 7415
Pydc3 2809 2844 3625 3871 3154 4556
AI607873 26 18 83 101 27 108
Ifi204 264 235 26 42 251 31
Mndal 11788 9762 7438 7537 11386 9159
Mnda 208 225 47 57 250 47
Ifi203 10826 8382 8257 8093 9725 10247
Ifi202b 0 0 0 0 0 0
Ifi205 46 34 184 149 40 233
Olfr433 0 1 2 1 0 2
Olfr432 0 1 0 2 0 1
Olfr430 0 0 0 0 0 0
Olfr429 0 0 0 0 0 0
Olfr426 0 0 0 0 0 0
Olfr427 0 0 0 0 0 0
Olfr231 0 0 0 0 0 0
Olfr424 0 0 0 0 0 0
Olfr421-ps1 0 0 0 0 0 0
Olfr420 0 0 0 0 0 0
Spta1 2 2 27 37 3 16
Olfr419 0 0 0 2 0 0
Mptx1 0 0 0 0 0 0
Olfr417 0 0 0 0 0 0
Olfr248 0 0 0 0 0 0
Olfr414 0 0 0 0 0 0
Olfr220 0 0 0 0 0 0
Fmn2 0 0 0 2 0 0
Grem2 0 0 0 0 0 0
Rgs7 0 0 0 0 0 0
Fh1 979 835 706 847 878 938
Kmo 51 43 281 279 60 304
Opn3 29 23 11 24 21 12
Chml 374 290 264 253 286 324
Wdr64 0 0 0 0 0 0
Exo1 261 240 306 326 281 404
Pld5 0 1 0 0 0 0
Cep170 800 705 569 597 775 715
Mir350 0 0 0 0 0 0
Sdccag8 721 593 690 656 579 809
Hmga2-ps1 14 7 24 32 2 33
Akt3 1392 1162 492 545 1375 611
Zbtb18 503 398 165 174 447 249
2310043L19Rik 3 1 3 1 1 0
1700016C15Rik 2 1 2 1 0 0
Adss 4267 3618 3033 2902 3960 3561
Gm16432 2 0 0 0 0 0
Desi2 1785 1622 1117 1160 1632 1416
Cox20 1199 1067 1066 945 881 883
Hnrnpu 22783 19500 16451 16822 20272 20275
Efcab2 87 67 55 30 95 56
Kif26b 12 8 0 0 8 0
Smyd3 382 384 214 245 335 223
Tfb2m 464 427 303 327 516 344
Cnst 1639 1427 830 988 1538 1005
Sccpdh 101 72 13 11 96 18
Ahctf1 4531 3801 3178 3008 4028 3417
Cdc42bpa 40 31 11 17 18 17
Adck3 883 896 219 265 916 263
Psen2 2365 2353 1318 1476 2311 1543
Gm5069 18 24 19 31 21 33
Itpkb 11885 11748 7396 8270 11404 8565
6330403A02Rik 2 6 1 0 0 0
Parp1 3643 3360 2980 3293 3510 3505
Lin9 723 619 608 559 688 709
Mixl1 0 0 0 0 0 0
Acbd3 2023 1846 1424 1547 2017 1695
H3f3a 1787 2028 2000 2095 2315 2389
Sde2 2008 1669 1554 1417 1817 1725
Lefty2 0 0 0 0 0 0
Pycr2 1029 1079 892 983 946 995
Lefty1 4 5 5 10 4 15
Tmem63a 2010 1986 1293 1542 1889 1568
Ephx1 831 848 111 108 868 128
9130409I23Rik 0 0 0 0 0 0
Nvl 1648 1391 1597 1596 1587 1877
Cnih4 454 465 430 370 514 501
Wdr26 11491 9380 7135 7242 10399 8269
Cnih3 0 0 0 0 3 0
Ccdc121 0 0 0 0 0 0
Lbr 8086 7303 8544 8842 7962 10107
Enah 2 3 2 2 4 3
Srp9 1230 1142 1191 1155 1237 1358
Vmn1r1 0 0 0 0 0 0
Degs1 2390 2111 2313 2365 2297 2653
1700047M11Rik 0 0 2 0 0 0
Fbxo28 1797 1534 1407 1342 1554 1550
Trp53bp2 1397 1220 1200 1358 1368 1448
Capn2 7354 6619 5449 5629 7000 6269
Capn8 0 0 0 0 0 0
4922505E12Rik 0 0 0 0 0 0
Susd4 17 15 0 3 12 4
Tlr5 5 3 4 2 1 1
Disp1 468 460 336 340 481 320
Brox 1590 1351 1401 1312 1452 1541
Aida 1397 1268 1269 1090 1359 1383
Mia3 5327 4534 3880 3975 4949 4556
Taf1a 561 475 411 458 569 478
Hhipl2 1 1 5 4 5 2
1700056E22Rik 152 155 31 39 96 53
Dusp10 9262 8938 1986 2060 9517 2325
1700112H15Rik 0 0 0 0 0 0
4930488B22Rik 0 0 0 0 0 0
Hlx 23 11 19 34 11 36
Marc1 0 1 0 0 0 0
Marc2 1574 1416 1113 1248 1369 1403
Mir1981 1 0 0 1 3 0
C130074G19Rik 0 0 2 1 0 0
Mark1 0 1 0 1 2 0
Rab3gap2 2036 1758 1362 1430 1903 1468
Snora36b 0 0 0 0 0 0
Mir664 0 0 0 0 0 0
Iars2 1688 1685 1411 1517 1716 1625
Mir194-1 5 8 7 7 0 0
Mir215 7 5 5 2 0 0
Bpnt1 550 500 385 417 572 489
Eprs 4667 4046 3103 3175 4249 3715
9630028B13Rik 0 1 0 1 0 0
Gm2061 0 0 0 0 0 0
Slc30a10 0 0 0 1 0 2
5033404E19Rik 0 0 0 0 0 0
Mir297c 0 0 0 0 0 0
Lyplal1 6 6 0 2 6 2
Tgfb2 2 7 4 3 6 2
Rrp15 569 480 304 324 520 433
D1Pas1 3 3 2 2 3 0
Spata17 2 1 0 1 0 1
1700007P06Rik 0 0 0 0 0 0
Gpatch2 846 698 703 676 739 820
Esrrg 0 2 0 0 0 0
9330162B11Rik 0 0 0 0 0 0
Ush2a 0 1 0 0 1 0
Kctd3 668 571 433 461 620 510
Kcnk2 0 0 0 0 0 0
Cenpf 2424 1902 2281 2433 2145 2903
Ptpn14 25 15 33 21 21 25
Smyd2 192 209 121 114 221 134
Prox1 24 27 3 1 28 10
Rps6kc1 350 314 153 219 319 150
Angel2 2263 2057 1724 1740 2151 1995
Vash2 1 2 3 0 0 4
Mfsd7b 1008 906 591 665 1028 818
A230020J21Rik 3 3 3 3 1 1
1700022P22Rik 6 1 1 2 0 0
Tatdn3 131 135 59 72 130 102
Nsl1 282 312 390 341 300 415
Batf3 14 8 70 90 15 89
Fam71a 1 3 5 1 2 4
Atf3 4272 3938 1151 1150 3943 1263
Nenf 133 119 46 83 98 81
Tmem206 366 302 233 280 350 268
Ppp2r5a 6123 5479 6512 6568 8537 11272
Dtl 1078 920 1097 1115 1017 1157
Ints7 1916 1957 1980 2119 1953 2187
Lpgat1 1578 1355 1294 1286 1520 1506
Nek2 856 767 881 1006 919 1028
1700034H15Rik 23 9 8 1 16 3
Slc30a1 494 494 523 509 515 594
Rd3 13 8 6 4 10 2
Mir3473c 15 15 6 19 27 17
Traf5 772 756 419 531 754 533
Rcor3 374 356 235 245 435 237
Gm10516 6 11 2 3 7 2
Kcnh1 0 1 1 0 0 0
Hhat 44 35 15 10 34 16
1700065J18Rik 0 0 0 0 0 0
Sertad4 0 0 0 0 0 1
Syt14 48 35 7 30 37 15
Diexf 739 629 510 479 716 538
Irf6 60 55 8 12 48 13
A130010J15Rik 437 341 213 237 142 91
Traf3ip3 6171 5546 4904 5204 5990 5985
Hsd11b1 3042 2625 2239 2242 2485 2355
G0s2 46 52 114 157 40 143
Lamb3 77 91 218 252 82 264
Camk1g 0 1 1 0 0 0
Mir205 0 0 0 0 0 0
4930503O07Rik 0 0 0 0 0 0
Plxna2 2 2 1 0 4 0
Cd34 1 0 1 3 0 2
Gm16897 5 1 6 1 1 0
A330023F24Rik 100 88 92 78 58 55
Mir29b-2 0 0 0 0 0 0
Mir29c 0 0 0 0 0 0
Cd46 50 37 34 28 50 39
Cr1l 1685 1605 1677 1801 1787 1979
Cr2 48 52 112 140 39 159
B020014A21Rik 0 0 0 0 0 0
H60c 294 238 234 254 263 224
Ppp1r14c 5 2 1 1 0 1
Iyd 0 1 0 0 0 0
Plekhg1 9 4 11 7 7 4
Mthfd1l 1620 1473 1524 1595 1537 1751
Akap12 659 599 380 443 641 494
Zbtb2 1517 1376 1319 1390 1407 1520
Rmnd1 9 10 5 15 13 9
Gm5512 26 30 23 21 32 10
1700052N19Rik 844 706 686 714 792 777
Ccdc170 5 1 1 2 2 1
Esr1 53 39 27 28 38 21
Syne1 3404 2921 3263 3428 3255 3749
Myct1 0 0 0 0 0 0
Vip 0 0 0 0 0 0
Fbxo5 1241 949 1404 1351 1155 1725
Mtrf1l 382 380 388 399 385 480
Rgs17 0 0 0 0 0 0
Oprm1 1 2 0 2 5 1
Ipcef1 8592 7402 6028 6069 8058 6988
Cnksr3 56 54 26 12 57 20
Ulbp1 363 330 485 518 400 581
Lrp11 49 67 40 53 59 60
Pcmt1 1364 1270 1053 1069 1393 1193
A630066F11Rik 22 19 28 38 28 35
Nup43 249 227 261 267 226 335
BC020402 38 32 26 27 30 34
Lats1 2723 2387 1896 1972 2597 2316
Katna1 2124 1753 1669 1734 1864 2023
Ginm1 600 579 507 475 632 612
Ppil4 3161 2483 2270 2302 2889 2743
Zc3h12d 4727 4572 1394 1483 4619 1566
Mir5104 12 3 1 0 9 1
Tab2 8210 7604 6452 6833 8619 7832
Ust 463 453 549 525 440 613
Sash1 94 111 185 161 93 192
Samd5 1 1 0 0 1 0
Gm6150 0 0 0 0 0 0
Stxbp5 2292 1972 1784 1835 2187 2240
Adgb 0 1 0 2 0 0
Rab32 108 88 158 131 97 185
Gm5177 2 1 0 3 3 5
Grm1 0 0 0 0 0 0
4930567K20Rik 0 0 0 0 0 0
Shprh 1535 1235 1110 1048 1302 1289
Fbxo30 151 132 447 406 186 491
Epm2a 1 0 0 0 0 0
Utrn 13572 11683 8722 9140 12666 10379
B230208H11Rik 20 18 23 43 12 27
Stx11 2378 2293 1516 1548 2262 1683
Sf3b5 948 1174 1096 1181 1076 1186
Plagl1 1913 1702 35 46 1737 49
Zc2hc1b 0 0 0 0 0 1
Ltv1 1883 1464 1062 1006 1647 1262
Phactr2 2046 1749 319 346 1896 301
Fuca2 907 865 1297 1251 896 1510
Pex3 656 568 272 280 578 306
Adat2 174 171 134 166 200 141
Aig1 210 182 48 65 188 71
Hivep2 12506 11474 5114 5318 12089 5766
Gpr126 5 3 10 2 4 0
Vta1 1055 884 1007 1059 955 1154
1700016L04Rik 1 1 0 2 0 1
Gje1 1 0 0 0 0 0
Nmbr 1 1 0 0 0 1
Gm20125 0 0 0 0 0 0
Cited2 3291 3484 2533 2718 3627 3025
Txlnb 107 94 21 38 86 44
Heca 5303 4681 3898 3948 4993 4498
Abracl 3430 2636 4291 4224 3028 5227
Reps1 3634 3657 2687 2848 3749 3214
Ect2l 37 23 12 15 18 3
Ccdc28a 286 248 139 130 280 159
Nhsl1 7 17 0 3 18 2
Hebp2 0 0 0 0 0 0
D10Bwg1379e 21 15 6 5 16 4
Gm4922 0 0 0 0 0 0
4930444F02Rik 0 0 0 0 0 0
Perp 212 194 144 159 192 148
Tnfaip3 82395 78221 47862 50194 80619 56150
Gm20139 2 4 4 6 4 10
Olig3 11 14 4 10 18 5
Ifngr1 15277 14420 18909 19118 15386 22147
Il22ra2 1 1 1 1 2 3
Il20ra 7 7 7 13 13 8
Slc35d3 15 17 20 15 12 22
Pex7 367 311 388 344 311 417
Map3k5 2715 2489 1153 1169 2553 1319
Map7 156 164 42 56 144 55
4930405J17Rik 0 0 0 0 0 0
Gm6251 260 309 323 245 258 332
Bclaf1 9767 7688 5615 5760 8808 6983
Mtfr2 281 229 331 335 276 366
Pde7b 1 0 0 1 1 0
Ahi1 487 444 277 285 486 342
Myb 1119 1020 877 920 1138 1146
Hbs1l 1916 1814 1603 1586 2007 1843
4930455C13Rik 43 31 27 26 0 0
Aldh8a1 2 2 0 2 0 2
1700020N01Rik 0 0 0 0 0 0
Gm5420 0 0 0 0 0 0
Sgk1 4317 3951 7303 7539 4224 8703
4930444G20Rik 0 0 0 0 0 0
E030030I06Rik 282 297 319 337 238 336
Raet1a 0 0 1 1 0 0
Raet1e 0 0 0 0 0 0
Raet1b 0 0 0 0 0 0
